caseid_new,s2,partner_deceased,respondent_yrsed,partner_yrsed,q23,hhinc,same_sex_couple,s1a,respondent_race,partner_race,age_difference,q21b,ppage,q9,parental_approval,w3_q5,w3_q1,relationship_quality,w2w3_combo_breakup,w3_broke_up,w3_days_elapsed,w3_q10,w3_q10,q32_internet,pppartyid3,q12,papreligion,q7b,ppmarit,w4_attractive,w4_attractive_partner
2441515,OTHER,MISSING,13,,MISSING,17250,MISSING,MISSING,0,MISSING,,,51,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
4172215,OTHER,0,16,16,2,32250,0,MISSING,0,0,3,20,21,24,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,1,10,4,MISSING,MISSING
742246,0,0,16,16,2,67250,0,MISSING,0,0,0,16,24,24,1,MISSING,0,4,0,0,843,MISSING,MISSING,0,0,0,1,2,5,MISSING,MISSING
1300663,OTHER,MISSING,13,,MISSING,32250,MISSING,MISSING,0,MISSING,,,66,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,2,MISSING,MISSING
2814495,0,0,16,13,2,27250,1,MISSING,0,0,4,47,49,45,0,0,MISSING,3,0,0,773,MISSING,MISSING,0,1,2,12,2,4,1,1
3120385,OTHER,MISSING,12,,MISSING,45000,MISSING,MISSING,0,MISSING,,,38,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
1976792,OTHER,MISSING,11,,MISSING,22250,MISSING,MISSING,0,MISSING,,,79,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,1,MISSING,MISSING
3679261,MISSING,0,13,13,2,55000,0,MISSING,0,0,6,20,26,32,1,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,1,0,0,2,1,0,0,0
4157545,OTHER,MISSING,17,,MISSING,27250,MISSING,MISSING,0,MISSING,,,54,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,4,MISSING,MISSING
2026446,0,0,12,12,2,80000,1,MISSING,0,0,7,31,44,37,1,0,MISSING,4,0,0,780,MISSING,MISSING,0,1,1,1,1,5,1,1
2522543,OTHER,MISSING,14,,MISSING,55000,MISSING,MISSING,0,MISSING,,,54,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,11,MISSING,2,MISSING,MISSING
3526335,0,0,12,12,0,17250,0,MISSING,0,0,5,32,33,28,1,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,0,1,1,12,12,4,MISSING,MISSING
2148195,OTHER,MISSING,12,,MISSING,112250,MISSING,MISSING,0,MISSING,,,19,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
685465,OTHER,MISSING,14,,MISSING,80000,MISSING,MISSING,0,MISSING,,,46,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,11,MISSING,4,MISSING,MISSING
2270851,MISSING,OTHER,13,12,0,80000,0,MISSING,0,0,1,19,85,86,MISSING,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,0,0,12,0,0,MISSING,MISSING
3836635,OTHER,MISSING,13,,MISSING,55000,MISSING,MISSING,0,MISSING,,,63,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
1814401,MISSING,0,16,16,2,67250,0,MISSING,0,3,2,29,40,42,1,MISSING,0,4,0,0,760,MISSING,MISSING,0,1,1,12,12,0,1,0
3355301,MISSING,0,12,12,0,37250,0,MISSING,5,5,5,22,30,25,0,MISSING,0,4,0,0,768,MISSING,MISSING,0,1,4,2,2,0,1,0
2289671,MISSING,0,12,13,2,55000,0,MISSING,0,0,6,25,67,61,MISSING,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,1,1,2,2,0,MISSING,MISSING
875485,0,0,13,14,2,6250,0,MISSING,0,0,4,45,48,52,1,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,1,4,10,12,4,MISSING,MISSING
3856361,MISSING,0,17,16,0,137250,0,MISSING,0,0,1,19,36,35,1,MISSING,0,4,0,0,781,MISSING,MISSING,0,0,0,1,1,0,1,1
780753,0,0,9,13,2,37250,1,MISSING,0,0,4,49,75,71,MISSING,0,MISSING,4,0,0,774,MISSING,MISSING,,1,1,1,1,2,2,1
1106521,MISSING,0,12,12,2,11250,0,MISSING,0,0,3,15,52,55,1,MISSING,MISSING,1,1,MISSING,,MISSING,MISSING,0,1,1,0,0,0,MISSING,MISSING
1035596,0,0,17,16,2,162250,1,MISSING,0,0,8,40,59,51,MISSING,0,MISSING,4,0,0,774,MISSING,MISSING,0,1,1,2,4,5,1,1
2970391,MISSING,0,17,16,0,200000,0,MISSING,0,0,1,22,39,38,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,2,2,0,MISSING,MISSING
1787296,0,0,17,16,1,67250,0,MISSING,0,5,0,25,29,29,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,1,1,12,12,5,1,1
90315,OTHER,MISSING,13,,MISSING,55000,MISSING,MISSING,0,MISSING,,,31,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,7,MISSING,4,MISSING,MISSING
3999403,OTHER,0,12,13,2,17250,0,MISSING,1,1,7,39,40,47,0,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,0,1,1,10,10,2,MISSING,MISSING
4315281,MISSING,0,13,12,0,55000,0,MISSING,0,0,3,24,28,25,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,1,2,10,0,MISSING,MISSING
3736501,MISSING,0,16,16,2,200000,0,MISSING,0,0,2,23,50,52,MISSING,MISSING,0,3,0,0,776,MISSING,MISSING,0,0,0,1,1,0,1,1
772291,MISSING,0,14,16,0,45000,0,MISSING,0,0,1,16,29,30,1,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,10,10,0,2,1
4000465,0,0,16,13,2,55000,1,MISSING,5,5,0,46,46,46,0,0,MISSING,3,0,0,756,MISSING,MISSING,1,1,1,2,2,4,MISSING,MISSING
596591,MISSING,0,12,13,0,67250,0,MISSING,0,0,1,17,59,58,0,MISSING,0,4,0,0,777,MISSING,MISSING,0,1,2,12,12,0,1,1
2227296,0,0,16,14,2,45000,1,MISSING,0,0,3,28,29,32,1,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,2,12,10,5,MISSING,MISSING
3383301,MISSING,0,16,16,0,67250,0,MISSING,0,0,1,19,30,31,1,MISSING,0,4,0,0,804,MISSING,MISSING,0,0,0,1,1,0,MISSING,MISSING
1527295,0,0,17,17,0,45000,0,MISSING,0,0,2,28,29,31,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,1,1,1,12,12,4,MISSING,MISSING
2402351,MISSING,0,17,17,0,92250,0,MISSING,0,0,2,21,35,33,0,MISSING,0,2,0,0,773,MISSING,MISSING,0,1,1,0,10,0,2,1
1556205,OTHER,MISSING,11,,MISSING,32250,MISSING,MISSING,0,MISSING,,,20,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,10,MISSING,4,MISSING,MISSING
1003291,MISSING,0,14,14,0,67250,0,MISSING,0,0,2,19,29,27,1,MISSING,0,4,0,0,858,MISSING,MISSING,0,1,1,1,2,0,2,1
3215271,MISSING,0,13,13,2,27250,0,MISSING,0,1,1,19,27,28,1,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,0,0,4,10,10,0,MISSING,MISSING
157385,OTHER,MISSING,16,,MISSING,8750,MISSING,0,2,MISSING,,,38,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
1279296,0,0,16,16,0,32250,0,MISSING,0,0,4,26,29,25,1,MISSING,MISSING,2,1,MISSING,,MISSING,MISSING,0,1,1,12,12,5,MISSING,MISSING
1079255,0,0,17,16,0,200000,0,MISSING,0,0,1,22,25,24,1,0,MISSING,4,0,0,776,MISSING,MISSING,0,1,2,2,12,4,0,0
1925511,MISSING,0,12,17,2,80000,0,MISSING,5,0,0,18,51,51,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,0,0,2,1,0,1,0
955731,OTHER,MISSING,13,,MISSING,67250,MISSING,MISSING,1,MISSING,,,73,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,0,MISSING,MISSING
4542311,MISSING,0,13,17,2,200000,0,MISSING,0,0,2,23,31,33,1,MISSING,0,4,0,0,736,MISSING,MISSING,0,0,0,12,1,0,1,0
3920521,MISSING,0,13,9,2,32250,0,MISSING,0,0,10,25,52,62,0,MISSING,0,1,0,0,772,MISSING,MISSING,0,0,4,11,11,0,2,2
3862286,0,0,14,13,0,55000,0,MISSING,0,1,4,14,28,32,0,0,MISSING,3,0,0,763,MISSING,MISSING,0,1,1,10,10,5,1,0
1195802,OTHER,MISSING,16,,MISSING,22250,MISSING,MISSING,0,MISSING,,,80,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,1,MISSING,MISSING
4497666,0,0,16,12,0,45000,0,MISSING,1,1,15,55,66,51,MISSING,0,MISSING,3,0,0,739,MISSING,MISSING,0,1,1,0,0,5,1,1
471426,MISSING,0,12,12,2,8750,0,MISSING,0,0,4,39,42,46,1,MISSING,0,3,0,0,774,MISSING,MISSING,0,0,4,0,12,5,1,1
4360494,MISSING,0,12,12,2,55000,0,MISSING,1,1,4,33,49,45,0,MISSING,0,0,0,0,754,MISSING,MISSING,0,1,1,0,0,3,MISSING,MISSING
1468606,0,0,14,13,2,55000,0,MISSING,0,0,10,24,60,70,0,0,MISSING,3,0,0,776,MISSING,MISSING,0,1,1,1,2,5,1,2
4593421,MISSING,0,13,13,2,112250,0,MISSING,0,0,1,29,42,43,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,10,9,0,MISSING,MISSING
3306371,MISSING,0,13,16,0,200000,0,MISSING,0,0,0,18,37,37,1,MISSING,0,4,0,0,776,MISSING,MISSING,0,1,1,12,12,0,1,2
2813321,MISSING,0,14,14,0,80000,0,MISSING,0,0,,21,32,,1,MISSING,1,3,1,1,777,MISSING,MISSING,0,2,2,2,2,0,MISSING,MISSING
3940435,OTHER,MISSING,17,,MISSING,45000,MISSING,MISSING,0,MISSING,,,43,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,4,MISSING,MISSING
168646,MISSING,0,13,14,2,55000,1,MISSING,0,0,13,43,64,51,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,1,2,0,0,5,2,1
871691,MISSING,0,10,9,2,17250,0,MISSING,0,0,4,16,69,73,MISSING,MISSING,0,2,0,0,774,MISSING,MISSING,0,0,0,0,8,0,1,1
4509413,0,0,14,12,2,27250,0,MISSING,0,0,7,28,41,48,1,1,MISSING,4,1,1,745,1,1,0,1,1,10,2,2,MISSING,MISSING
3253415,0,0,12,12,0,67250,0,MISSING,0,5,9,36,41,50,0,MISSING,MISSING,4,1,MISSING,,MISSING,MISSING,0,0,0,2,2,4,MISSING,MISSING
1642351,MISSING,0,12,12,2,37250,0,MISSING,0,0,1,25,35,36,1,MISSING,0,4,0,0,775,MISSING,MISSING,0,0,0,0,0,0,1,1
1888561,MISSING,0,13,13,2,55000,0,MISSING,0,0,1,21,56,55,1,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,0,0,2,2,0,2,1
2438411,MISSING,0,12,10,0,32250,0,MISSING,0,0,9,38,41,32,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,1,1,2,0,MISSING,MISSING
344595,OTHER,MISSING,13,,MISSING,2500,MISSING,0,0,MISSING,,,59,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
1745446,MISSING,0,17,12,0,162250,1,MISSING,0,0,2,30,44,42,1,MISSING,0,2,0,0,774,MISSING,MISSING,0,1,1,2,12,5,1,1
3268461,MISSING,0,12,17,2,137250,0,MISSING,0,0,4,19,46,50,MISSING,MISSING,0,3,0,0,803,MISSING,MISSING,0,0,2,1,1,0,2,0
2536634,MISSING,0,12,12,1,8750,0,MISSING,1,1,2,43,63,65,MISSING,MISSING,0,1,0,0,772,MISSING,MISSING,0,1,1,0,0,3,MISSING,MISSING
1669566,0,0,17,13,0,137250,1,MISSING,0,0,0,32,56,56,1,0,MISSING,4,0,0,805,MISSING,MISSING,0,1,1,12,12,5,1,1
4573611,MISSING,0,16,16,1,112250,0,MISSING,0,0,4,20,61,65,MISSING,MISSING,0,4,0,0,738,MISSING,MISSING,0,0,0,2,2,0,MISSING,MISSING
1064496,0,0,14,12,0,17250,0,MISSING,0,0,0,48,49,49,0,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,1,1,1,10,10,5,MISSING,MISSING
291286,0,0,16,20,0,200000,0,MISSING,0,0,3,23,28,25,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,1,4,4,5,0,0
557215,0,0,12,13,2,162250,0,MISSING,0,5,5,20,21,26,0,MISSING,MISSING,3,1,MISSING,,MISSING,MISSING,0,1,1,2,12,4,MISSING,MISSING
4044591,MISSING,0,11,11,1,67250,0,MISSING,1,1,13,57,59,72,MISSING,MISSING,0,3,0,0,750,MISSING,MISSING,0,1,1,0,0,0,0,0
251822,MISSING,0,20,12,0,67250,0,MISSING,0,0,6,24,82,88,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,1,2,1,MISSING,MISSING
670721,MISSING,0,12,12,0,32250,0,MISSING,0,0,4,23,72,68,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,1,1,0,1,0
4359391,MISSING,0,12,13,0,92250,0,MISSING,0,0,0,16,39,39,1,MISSING,0,4,0,0,768,MISSING,MISSING,0,1,2,1,2,0,MISSING,MISSING
3660426,0,0,16,13,0,137250,1,MISSING,0,0,18,34,42,60,1,0,MISSING,3,0,0,769,MISSING,MISSING,1,1,4,1,1,5,MISSING,MISSING
2631603,0,0,16,17,2,37250,0,MISSING,0,0,10,57,60,70,0,0,MISSING,3,0,0,778,MISSING,MISSING,1,1,0,10,1,2,1,1
4191521,MISSING,0,20,17,0,112250,0,MISSING,0,0,2,29,52,54,1,MISSING,0,2,0,0,740,MISSING,MISSING,0,1,2,1,10,0,1,0
2882405,OTHER,MISSING,12,,MISSING,6250,MISSING,MISSING,0,MISSING,,,40,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,0,MISSING,4,MISSING,MISSING
2773391,MISSING,0,20,16,0,162250,0,MISSING,0,5,6,30,39,33,1,MISSING,0,3,0,0,774,MISSING,MISSING,0,1,1,12,0,0,1,2
2853301,MISSING,0,11,12,0,13750,0,MISSING,0,0,0,21,30,30,1,MISSING,0,4,0,0,794,MISSING,MISSING,0,1,1,2,10,0,1,2
2972195,MISSING,0,13,12,2,80000,0,MISSING,0,0,1,18,19,20,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,0,0,0,0,4,1,1
537563,OTHER,MISSING,16,,MISSING,32250,MISSING,MISSING,0,MISSING,,,56,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,2,MISSING,MISSING
1569351,MISSING,0,12,13,0,55000,0,MISSING,0,0,1,20,35,36,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,0,1,10,11,0,MISSING,MISSING
805546,0,0,14,12,0,27250,0,MISSING,0,0,12,52,54,42,MISSING,0,MISSING,3,0,0,775,MISSING,MISSING,0,1,1,10,10,5,MISSING,MISSING
3204555,OTHER,MISSING,16,,MISSING,45000,MISSING,MISSING,0,MISSING,,,55,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,4,MISSING,MISSING
2207591,MISSING,0,16,17,2,67250,0,MISSING,0,0,2,21,59,57,MISSING,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,4,1,1,0,MISSING,MISSING
346371,MISSING,0,13,13,0,45000,0,MISSING,0,0,1,18,37,38,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,0,0,0,0,MISSING,MISSING
794276,0,0,14,13,2,67250,0,MISSING,0,0,1,23,27,26,1,0,MISSING,4,0,0,774,MISSING,MISSING,0,1,0,2,1,5,1,MISSING
3322441,MISSING,0,12,16,2,92250,0,MISSING,0,0,2,19,44,46,1,MISSING,0,4,0,0,769,MISSING,MISSING,0,0,0,10,0,0,2,0
133521,MISSING,0,16,12,2,67250,0,MISSING,0,0,2,16,52,54,1,MISSING,0,4,0,0,776,MISSING,MISSING,0,0,1,2,2,0,1,1
1858265,OTHER,MISSING,13,,MISSING,45000,MISSING,MISSING,5,MISSING,,,26,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,10,MISSING,4,MISSING,MISSING
3436321,MISSING,0,16,13,0,67250,0,MISSING,0,0,2,23,32,30,1,MISSING,0,4,0,0,767,MISSING,MISSING,0,1,2,3,3,0,1,0
2638581,MISSING,0,16,16,0,112250,0,MISSING,0,0,1,33,58,57,MISSING,MISSING,1,1,1,1,777,MISSING,MISSING,0,1,1,12,2,0,MISSING,MISSING
3078205,MISSING,0,13,13,1,112250,0,MISSING,3,3,5,17,20,25,1,MISSING,MISSING,2,MISSING,MISSING,,MISSING,MISSING,0,1,2,11,12,4,MISSING,MISSING
347716,0,0,16,16,1,55000,1,MISSING,0,0,27,54,71,44,MISSING,0,MISSING,3,0,0,777,MISSING,MISSING,0,1,2,11,1,5,2,2
3113531,MISSING,0,12,12,2,45000,0,MISSING,0,0,3,40,53,50,MISSING,MISSING,MISSING,3,0,MISSING,,MISSING,MISSING,0,1,5,1,10,0,MISSING,MISSING
4233321,MISSING,0,12,12,2,55000,0,MISSING,5,5,0,21,32,32,1,MISSING,0,4,0,0,750,MISSING,MISSING,0,1,4,2,2,0,1,1
29584,MISSING,0,17,17,2,17250,0,MISSING,0,0,7,28,58,51,1,MISSING,0,3,0,0,774,MISSING,MISSING,0,1,1,1,1,3,1,1
3796852,OTHER,MISSING,11,,MISSING,22250,MISSING,MISSING,1,MISSING,,,85,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,8,MISSING,1,MISSING,MISSING
3494271,MISSING,0,5.5,12,0,45000,0,MISSING,0,0,4,20,27,31,1,MISSING,0,4,0,0,804,MISSING,MISSING,0,0,0,8,8,0,MISSING,MISSING
1016205,OTHER,MISSING,13,,MISSING,92250,MISSING,MISSING,0,MISSING,,,20,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,0,MISSING,4,MISSING,MISSING
4531301,MISSING,0,20,16,0,137250,0,MISSING,0,0,1,18,30,31,1,MISSING,0,3,0,0,750,MISSING,MISSING,0,0,2,2,1,0,3,2
4393942,MISSING,OTHER,12,12,0,22250,0,MISSING,0,0,13,28,94,81,MISSING,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,2,2,4,4,1,MISSING,MISSING
2616381,MISSING,0,16,16,1,45000,0,MISSING,0,0,2,24,38,36,1,MISSING,0,4,0,0,772,MISSING,MISSING,0,1,1,12,12,0,1,1
1271456,0,0,16,17,1,112250,1,MISSING,0,0,3,30,45,42,1,0,MISSING,3,0,0,775,MISSING,MISSING,0,1,1,4,9,5,1,1
1135451,MISSING,0,20,12,1,27250,0,MISSING,0,0,13,32,45,32,1,MISSING,0,3,0,0,773,MISSING,MISSING,0,0,2,2,10,0,MISSING,MISSING
1485791,MISSING,0,13,12,0,32250,0,MISSING,0,0,1,,79,78,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,1,1,2,2,0,MISSING,MISSING
3558553,0,0,16,13,1,45000,1,MISSING,0,0,8,41,55,63,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,1,1,12,2,MISSING,MISSING
89766,0,0,16,13,1,67250,1,MISSING,0,0,18,41,76,58,MISSING,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,1,12,2,5,2,0
4250523,OTHER,MISSING,13,,MISSING,67250,MISSING,MISSING,0,MISSING,,,52,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,2,MISSING,MISSING
1628461,MISSING,0,13,12,2,55000,0,MISSING,1,4,3,24,46,49,1,MISSING,0,4,0,0,856,MISSING,MISSING,0,1,2,10,10,0,0,0
695592,OTHER,MISSING,20,,MISSING,112250,MISSING,MISSING,0,MISSING,,,59,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,1,MISSING,MISSING
1315536,0,0,14,13,2,55000,1,MISSING,5,0,6,52,53,47,MISSING,0,MISSING,4,0,0,774,MISSING,MISSING,1,1,1,2,1,5,0,0
3786605,OTHER,MISSING,16,,MISSING,55000,MISSING,MISSING,0,MISSING,,,60,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,4,MISSING,MISSING
312373,0,0,14,14,2,17250,1,0,0,0,6,34,37,43,0,1,MISSING,3,1,1,740,0,0,1,0,1,11,2,2,MISSING,MISSING
1346465,OTHER,MISSING,16,,MISSING,55000,MISSING,MISSING,0,MISSING,,,46,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,2,MISSING,4,MISSING,MISSING
3927521,MISSING,0,12,12,1,67250,0,MISSING,0,0,10,19,52,62,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,4,2,1,0,MISSING,MISSING
3213692,OTHER,0,12,14,2,11250,0,MISSING,0,0,1,15,69,70,MISSING,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,1,0,0,1,1,MISSING,MISSING
520581,MISSING,0,12,12,0,55000,0,MISSING,0,0,6,23,58,64,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,0,12,0,2,2
2817571,MISSING,0,16,13,2,92250,0,MISSING,5,3,8,34,57,49,MISSING,MISSING,0,3,0,0,898,MISSING,MISSING,0,0,0,8,10,0,MISSING,MISSING
1323596,MISSING,0,20,13,2,92250,0,MISSING,5,5,16,46,59,43,1,MISSING,0,4,0,0,777,MISSING,MISSING,0,0,0,2,2,5,1,0
3839381,MISSING,0,16,17,2,80000,0,MISSING,5,5,0,18,38,38,1,MISSING,MISSING,4,MISSING,MISSING,,MISSING,MISSING,0,0,0,2,2,0,MISSING,MISSING
2381381,MISSING,0,13,13,0,67250,0,MISSING,0,0,2,22,38,36,1,MISSING,0,3,0,0,772,MISSING,MISSING,0,0,0,3,2,0,0,1
66345,OTHER,MISSING,16,,MISSING,55000,MISSING,MISSING,0,MISSING,,,34,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,12,MISSING,4,MISSING,MISSING
1100361,MISSING,0,12,20,2,112250,0,MISSING,0,0,2,21,36,34,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,0,1,10,10,0,2,1
4106215,0,0,13,13,2,200000,0,MISSING,0,0,0,18,21,21,1,MISSING,0,4,0,0,749,MISSING,MISSING,0,1,4,10,1,4,0,0
1619401,MISSING,0,16,17,0,67250,0,MISSING,0,0,1,28,40,39,1,MISSING,0,4,0,0,773,MISSING,MISSING,0,0,4,1,1,0,1,0
887421,MISSING,0,12,13,0,37250,0,MISSING,0,0,1,16,42,41,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,0,1,2,9,10,0,MISSING,MISSING
1809246,0,0,13,11,0,8750,0,MISSING,5,5,6,18,24,30,0,0,MISSING,2,0,0,774,MISSING,MISSING,0,1,1,2,2,5,1,1
1771195,0,0,12,13,2,80000,0,MISSING,0,0,1,18,19,20,1,0,MISSING,4,0,0,774,MISSING,MISSING,0,1,2,1,12,4,1,0
2136353,OTHER,MISSING,13,,MISSING,8750,MISSING,MISSING,0,MISSING,,,35,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,2,MISSING,MISSING
107255,OTHER,MISSING,16,,MISSING,112250,MISSING,MISSING,0,MISSING,,,25,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,4,MISSING,4,MISSING,MISSING
1208205,0,0,12,13,2,32250,0,MISSING,5,3,1,18,20,19,1,MISSING,MISSING,4,0,MISSING,,MISSING,MISSING,1,1,4,10,12,4,MISSING,MISSING
4193661,MISSING,0,12,14,0,80000,0,MISSING,5,3,4,19,66,62,MISSING,MISSING,0,4,0,0,739,MISSING,MISSING,0,1,1,10,10,0,1,0
4464341,MISSING,0,12,12,2,67250,0,MISSING,4,0,4,16,34,38,1,MISSING,0,3,0,0,737,MISSING,MISSING,0,1,4,10,8,0,3,1
2262425,OTHER,MISSING,16,,MISSING,55000,MISSING,MISSING,4,MISSING,,,42,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,11,MISSING,4,MISSING,MISSING
1223621,MISSING,0,12,13,0,32250,0,MISSING,5,5,4,31,62,58,MISSING,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,0,0,0,4,0
4314411,MISSING,0,16,13,0,55000,0,MISSING,0,0,2,35,41,39,1,MISSING,0,4,0,0,752,MISSING,MISSING,1,0,2,2,12,0,1,0
3887361,MISSING,0,12,13,2,32250,0,MISSING,0,0,3,22,36,39,1,MISSING,MISSING,3,MISSING,MISSING,,MISSING,MISSING,0,1,1,12,12,0,MISSING,MISSING
1968195,OTHER,MISSING,12,,MISSING,67250,MISSING,MISSING,0,MISSING,,,19,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,1,MISSING,4,MISSING,MISSING
907301,MISSING,0,16,16,1,55000,0,MISSING,5,0,2,22,30,28,1,MISSING,0,4,0,0,774,MISSING,MISSING,0,0,0,1,10,0,2,1
1578603,OTHER,MISSING,13,,MISSING,22250,MISSING,MISSING,0,MISSING,,,60,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,1,MISSING,1,MISSING,2,MISSING,MISSING
2911455,OTHER,MISSING,16,,MISSING,8750,MISSING,MISSING,0,MISSING,,,45,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,7,MISSING,4,MISSING,MISSING
4213555,OTHER,MISSING,7.5,,MISSING,17250,MISSING,MISSING,2,MISSING,,,55,,MISSING,MISSING,MISSING,MISSING,MISSING,MISSING,,MISSING,MISSING,,0,MISSING,2,MISSING,4,MISSING,MISSING
332401,MISSING,0,17,17,0,200000,0,MISSING,0,0,1,20,40,39,1,MISSING,0,4,0,0,815,MISSING,MISSING,0,1,1,11,11,0,MISSING,MISSING
3896594,0,0,13,14,1,6250,0,MISSING,1,1,5,59,59,64,1,MISSING,1,4,1,1,882,MISSING,MISSING,1,1,1,10,0,3,MISSING,MISSING
